id,path,caption,__raw_response,__error,style,Gen_by,category_category,task
georges-seurat_the-channel-at-gravelines-grand-fort-philippe-1888_resize1024,Dataset/Images/georges-seurat_the-channel-at-gravelines-grand-fort-philippe-1888_resize1024.jpg,"a quiet riverside village with small houses and boats on calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_young-women-of-provence-at-the-well-1892_resize1024,Dataset/Images/paul-signac_young-women-of-provence-at-the-well-1892_resize1024.jpg,"two women drawing water from a well on a sunny coastal hillside, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_edge-of-wood-springtime-1883_resize1024,Dataset/Images/georges-seurat_edge-of-wood-springtime-1883_resize1024.jpg,"a sunlit meadow with a large tree and distant shrubs, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_portrait-of-felix-feneon-1890_resize1024,Dataset/Images/paul-signac_portrait-of-felix-feneon-1890_resize1024.jpg,"a man in a brown suit holding a hat amid swirling colorful abstract patterns and stars, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_portrait-of-helene-and-michette-guinotte-1901_resize1024,Dataset/Images/theo-van-rysselberghe_portrait-of-helene-and-michette-guinotte-1901_resize1024.jpg,"two women in ruffled blue dresses sitting closely on a patterned sofa, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-farm-evening_resize1024,Dataset/Images/henri-edmond-cross_the-farm-evening_resize1024.jpg,"a woman in a long dress standing under large trees in a sunlit field, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_the-pergola_resize1024,Dataset/Images/henri-martin_the-pergola_resize1024.jpg,"a garden pergola draped with red vines and a table with a white vase, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
georges-seurat_view-of-crotoy-the-valley-1889_resize1024,Dataset/Images/georges-seurat_view-of-crotoy-the-valley-1889_resize1024.jpg,"a coastal village with cottages on a grassy shore and sailboats on the sea, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_sunset-on-the-lagoon-venice_resize1024,Dataset/Images/henri-edmond-cross_sunset-on-the-lagoon-venice_resize1024.jpg,"a sailboat with a colorful sail on calm water under cloudy skies, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-bay-1906_resize1024,Dataset/Images/paul-signac_the-bay-1906_resize1024.jpg,"a coastal cliff with pine trees and sailboats on calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_horse-cart-1884_resize1024,Dataset/Images/georges-seurat_horse-cart-1884_resize1024.jpg,"a brown horse standing in a sunlit meadow beside leafy trees, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
theo-van-rysselberghe_il-mediterraneo-presso-le-lavandou_resize1024,Dataset/Images/theo-van-rysselberghe_il-mediterraneo-presso-le-lavandou_resize1024.jpg,"a lakeside landscape with pine trees and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_the-lovers_resize1024,Dataset/Images/henri-martin_the-lovers_resize1024.jpg,"a couple walking by a river with colorful town buildings in the background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_paul-signac-at-the-helm-of-olympia-1896_resize1024,Dataset/Images/theo-van-rysselberghe_paul-signac-at-the-helm-of-olympia-1896_resize1024.jpg,"a sailor in dark clothing sitting on a sailboat deck with ocean waves and white sails, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_antibes-thunderstorms-1919_resize1024,Dataset/Images/paul-signac_antibes-thunderstorms-1919_resize1024.jpg,"a coastal town with white buildings and trees by calm water and distant mountains, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-mediterranean-coast_resize1024,Dataset/Images/henri-edmond-cross_the-mediterranean-coast_resize1024.jpg,"a rocky coastline with a tall tree overlooking a shimmering sea and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
kazimir-malevich_landscape-1908_resize1024,Dataset/Images/kazimir-malevich_landscape-1908_resize1024.jpg,"an abstract field of dense multicolored dots and vertical streaks, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
henri-matisse_still-life-10_resize1024,Dataset/Images/henri-matisse_still-life-10_resize1024.jpg,"a vase of colorful tulips and white daisies on a table with a blue patterned background, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
andre-derain_boats-at-collioure-1905_resize1024,Dataset/Images/andre-derain_boats-at-collioure-1905_resize1024.jpg,"a harbor with small sailboats on blue water and figures on the sandy shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_regatta_resize1024,Dataset/Images/henri-edmond-cross_regatta_resize1024.jpg,"a sailboat with a red sail on calm water near a sandy shore with grasses, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_wallnut-and-apple-trees-in-bloom-at-eragny_resize1024,Dataset/Images/camille-pissarro_wallnut-and-apple-trees-in-bloom-at-eragny_resize1024.jpg,"a large blossoming tree in a spring garden with green grass, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_view-of-the-river-scheldt-1893_resize1024,Dataset/Images/theo-van-rysselberghe_view-of-the-river-scheldt-1893_resize1024.jpg,"a coastal seascape with sandy dunes, calm water, and distant sailboats under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-excursionists-1894_resize1024,Dataset/Images/henri-edmond-cross_the-excursionists-1894_resize1024.jpg,"three nude figures resting under trees overlooking a river valley landscape, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
auguste-herbin_the-roofs-of-paris-in-the-snow-1902_resize1024,Dataset/Images/auguste-herbin_the-roofs-of-paris-in-the-snow-1902_resize1024.jpg,"a snowy cityscape with tall buildings and bare trees in winter, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_in-the-shade-1902_resize1024,Dataset/Images/henri-edmond-cross_in-the-shade-1902_resize1024.jpg,"a lakeside scene with nude figures resting under tall trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_woman-in-the-park-1909_resize1024,Dataset/Images/henri-edmond-cross_woman-in-the-park-1909_resize1024.jpg,"two women in flowing dresses walking along a sunlit garden path lined with colorful trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_the-eiffel-tower-1889_resize1024,Dataset/Images/georges-seurat_the-eiffel-tower-1889_resize1024.jpg,"the Eiffel Tower rising above a city skyline under a pale sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
theo-van-rysselberghe_big-clouds-1893_resize1024,Dataset/Images/theo-van-rysselberghe_big-clouds-1893_resize1024.jpg,"a calm seascape with a small sailboat on the horizon under yellow sky and purple clouds, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_woman-at-her-toilette-wearing-a-purple-corset-1893_resize1024,Dataset/Images/paul-signac_woman-at-her-toilette-wearing-a-purple-corset-1893_resize1024.jpg,"a woman in a corset tying up her hair in front of a vanity mirror, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_port-en-bessin-the-semaphore-and-cliffs-1888_resize1024,Dataset/Images/georges-seurat_port-en-bessin-the-semaphore-and-cliffs-1888_resize1024.jpg,"a coastal cliff overlooking the sea with a distant sailboat under cloudy skies, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-mediterranean-east-wind_resize1024,Dataset/Images/henri-edmond-cross_the-mediterranean-east-wind_resize1024.jpg,"a rocky seashore with crashing waves and a small figure near the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
salvador-dali_small-rocky-bay-of-nans-cadaques-1921_resize1024,Dataset/Images/salvador-dali_small-rocky-bay-of-nans-cadaques-1921_resize1024.jpg,"a rocky coastal cliff above the sea with orange sunlight reflecting on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_alfalfa-st-denis-1886_resize1024,Dataset/Images/georges-seurat_alfalfa-st-denis-1886_resize1024.jpg,"a wide countryside field with green grasses and distant farmhouses under a pale sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-forest-1907_resize1024,Dataset/Images/henri-edmond-cross_the-forest-1907_resize1024.jpg,"two reclining nude women resting in a sunlit forest clearing, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
auguste-herbin_park-in-paris-1904_resize1024,Dataset/Images/auguste-herbin_park-in-paris-1904_resize1024.jpg,"a sunlit park with tall trees and two women sitting on a bench, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_portrait-of-michel-van-mos-1892_resize1024,Dataset/Images/theo-van-rysselberghe_portrait-of-michel-van-mos-1892_resize1024.jpg,"a man in a dark suit standing with arms crossed in an interior room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_sailboats_resize1024,Dataset/Images/henri-edmond-cross_sailboats_resize1024.jpg,"two sailboats with red sails moored on calm water under a pale sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_study-for-the-circus-1891_resize1024,Dataset/Images/georges-seurat_study-for-the-circus-1891_resize1024.jpg,"a bedroom scene with a couple resting on a bed and a figure leaping onto the mattress, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_cape-layet-provence_resize1024,Dataset/Images/henri-edmond-cross_cape-layet-provence_resize1024.jpg,"a sunlit coastal landscape with tall pine trees and rocky shoreline, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
jean-metzinger_paysage-pointilliste-1907_resize1024,Dataset/Images/jean-metzinger_paysage-pointilliste-1907_resize1024.jpg,"a colorful abstract garden landscape with trees and a winding path, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_rainbow-1892_resize1024,Dataset/Images/theo-van-rysselberghe_rainbow-1892_resize1024.jpg,"a sandy coastal dune with a few small figures overlooking the sea under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-pink-cloud_resize1024,Dataset/Images/henri-edmond-cross_the-pink-cloud_resize1024.jpg,"a coastal landscape with a tall tree and colorful clouds over the sea at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-maures_resize1024,Dataset/Images/henri-edmond-cross_the-maures_resize1024.jpg,"a coastal landscape with a rocky shoreline, calm sea, and colorful trees under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
